product_id,product_alias,product_sku
74,俏俏贴,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
75,俏俏贴,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
77,俏俏贴,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
78,俏俏贴,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
79,俏俏贴,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
80,俏俏贴,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
81,俏俏贴,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
82,俏俏贴,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
83,俏俏贴,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
85,俏俏贴,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
86,俏俏贴,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
88,俏俏贴,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
89,俏俏贴,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
90,俏俏贴,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
91,俏俏贴,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
94,俏俏贴,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
95,俏俏贴,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
98,俏俏贴,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
99,俏俏贴,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
100,俏俏贴,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
101,俏俏贴,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
105,俏俏贴,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
106,俏俏贴,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
107,俏俏贴,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
108,俏俏贴,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
109,俏俏贴,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
110,俏俏贴,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
111,俏俏贴,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
112,俏俏贴,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
113,俏俏贴,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
114,俏俏贴,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
115,俏俏贴,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
116,金眼霜,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
117,俏俏贴,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
118,俏俏贴,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
119,俏俏贴,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
120,俏俏贴,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
121,俏俏贴,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
122,俏俏贴,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
123,俏俏贴,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
124,俏俏贴,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
126,俏俏贴,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
129,俏俏贴,"['[{""kid"":""5"",""key"":""套餐"",""vid"":""25"",""value"":""一盒装""}]', '[{""kid"":""5"",""key"":""套餐"",""vid"":""27"",""value"":""三盒装""}]']"
130,俏俏贴,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
131,俏俏贴,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
132,俏俏贴,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
134,俏俏贴,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
135,俏俏贴,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
138,俏俏贴,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
139,俏俏贴,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
140,俏俏贴,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
141,俏俏贴,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
142,俏俏贴,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
143,俏俏贴,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
146,俏俏贴,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
147,俏俏贴,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
148,俏俏贴,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
150,俏俏贴,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
151,俏俏贴,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
152,俏俏贴,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
153,俏俏贴,"['[{""kid"":""5"",""key"":""套餐"",""vid"":""51"",""value"":""两盒装""}]']"
154,俏俏贴,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
155,俏俏贴,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
156,俏俏贴,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
158,俏俏贴,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
159,俏俏贴,"['[{""kid"":""2"",""key"":""颜色"",""vid"":""16"",""value"":""黑色""}]', '[{""kid"":""2"",""key"":""颜色"",""vid"":""61"",""value"":""酒红色""}]']"
160,俏俏贴,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
161,俏俏贴,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
162,俏俏贴,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
163,俏俏贴,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
164,俏俏贴,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
165,俏俏贴,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
166,俏俏贴,"['[{""kid"":""5"",""key"":""套餐"",""vid"":""54"",""value"":""A罩""}]', '[{""kid"":""5"",""key"":""套餐"",""vid"":""55"",""value"":""B罩""}]', '[{""kid"":""5"",""key"":""套餐"",""vid"":""56"",""value"":""C罩""}]']"
167,俏俏贴,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
168,俏俏贴,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
169,俏俏贴,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
171,俏俏贴,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
172,俏俏贴,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
173,俏俏贴,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
174,俏俏贴,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
175,俏俏贴,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
177,俏俏贴,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
178,俏俏贴,"['[{""kid"":""5"",""key"":""套餐"",""vid"":""57"",""value"":""二盒装""}]', '[{""kid"":""5"",""key"":""套餐"",""vid"":""58"",""value"":""五盒装""}]']"
179,俏俏贴,"['[{""kid"":""5"",""key"":""套餐"",""vid"":""50"",""value"":""两盒装""}]', '[{""kid"":""5"",""key"":""套餐"",""vid"":""58"",""value"":""五盒装""}]']"
180,俏俏贴,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
181,俏俏贴,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
182,俏俏贴,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
183,俏俏贴,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
184,俏俏贴,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
185,俏俏贴,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
186,俏俏贴,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
187,俏俏贴,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
189,俏俏贴,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
190,俏俏贴,"['[{""kid"":""5"",""key"":""套餐"",""vid"":""35"",""value"":""一盒装""}]']"
192,俏俏贴,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
193,俏俏贴,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
195,俏俏贴,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
201,0,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
202,XLX7010,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
203,0,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
204,1,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
208,YEPP1926,"['[{""kid"":""2"",""key"":""颜色"",""vid"":""16"",""value"":""黑色""},{""kid"":""1"",""key"":""尺寸"",""vid"":""2"",""value"":""M""}]', '[{""kid"":""2"",""key"":""颜色"",""vid"":""16"",""value"":""黑色""},{""kid"":""1"",""key"":""尺寸"",""vid"":""17"",""value"":""L""}]', '[{""kid"":""2"",""key"":""颜色"",""vid"":""16"",""value"":""黑色""},{""kid"":""1"",""key"":""尺寸"",""vid"":""13"",""value"":""XL""}]', '[{""kid"":""2"",""key"":""颜色"",""vid"":""71"",""value"":""粉红色""},{""kid"":""1"",""key"":""尺寸"",""vid"":""2"",""value"":""M""}]', '[{""kid"":""2"",""key"":""颜色"",""vid"":""71"",""value"":""粉红色""},{""kid"":""1"",""key"":""尺寸"",""vid"":""17"",""value"":""L""}]', '[{""kid"":""2"",""key"":""颜色"",""vid"":""71"",""value"":""粉红色""},{""kid"":""1"",""key"":""尺寸"",""vid"":""13"",""value"":""XL""}]']"
209,AGJ931-1,"['[{""kid"":""0"",""key"":""默认"",""vid"":""0"",""value"":""默认""}]']"
213,XLX7003,"['[{""kid"":""2"",""key"":""颜色"",""vid"":""15"",""value"":""白色""}]', '[{""kid"":""2"",""key"":""颜色"",""vid"":""16"",""value"":""黑色""}]']"
214,HYLD8058,"['[{""kid"":""2"",""key"":""颜色"",""vid"":""16"",""value"":""黑色""},{""kid"":""1"",""key"":""尺寸"",""vid"":""17"",""value"":""L""}]', '[{""kid"":""2"",""key"":""颜色"",""vid"":""16"",""value"":""黑色""},{""kid"":""1"",""key"":""尺寸"",""vid"":""13"",""value"":""XL""}]', '[{""kid"":""2"",""key"":""颜色"",""vid"":""16"",""value"":""黑色""},{""kid"":""1"",""key"":""尺寸"",""vid"":""69"",""value"":""2XL""}]', '[{""kid"":""2"",""key"":""颜色"",""vid"":""16"",""value"":""黑色""},{""kid"":""1"",""key"":""尺寸"",""vid"":""70"",""value"":""3XL""}]', '[{""kid"":""2"",""key"":""颜色"",""vid"":""16"",""value"":""黑色""},{""kid"":""1"",""key"":""尺寸"",""vid"":""77"",""value"":""4XL""}]', '[{""kid"":""2"",""key"":""颜色"",""vid"":""74"",""value"":""灰色""},{""kid"":""1"",""key"":""尺寸"",""vid"":""17"",""value"":""L""}]', '[{""kid"":""2"",""key"":""颜色"",""vid"":""74"",""value"":""灰色""},{""kid"":""1"",""key"":""尺寸"",""vid"":""13"",""value"":""XL""}]', '[{""kid"":""2"",""key"":""颜色"",""vid"":""74"",""value"":""灰色""},{""kid"":""1"",""key"":""尺寸"",""vid"":""69"",""value"":""2XL""}]', '[{""kid"":""2"",""key"":""颜色"",""vid"":""74"",""value"":""灰色""},{""kid"":""1"",""key"":""尺寸"",""vid"":""70"",""value"":""3XL""}]', '[{""kid"":""2"",""key"":""颜色"",""vid"":""74"",""value"":""灰色""},{""kid"":""1"",""key"":""尺寸"",""vid"":""77"",""value"":""4XL""}]', '[{""kid"":""2"",""key"":""颜色"",""vid"":""4"",""value"":""红色""},{""kid"":""1"",""key"":""尺寸"",""vid"":""17"",""value"":""L""}]', '[{""kid"":""2"",""key"":""颜色"",""vid"":""4"",""value"":""红色""},{""kid"":""1"",""key"":""尺寸"",""vid"":""13"",""value"":""XL""}]', '[{""kid"":""2"",""key"":""颜色"",""vid"":""4"",""value"":""红色""},{""kid"":""1"",""key"":""尺寸"",""vid"":""69"",""value"":""2XL""}]', '[{""kid"":""2"",""key"":""颜色"",""vid"":""4"",""value"":""红色""},{""kid"":""1"",""key"":""尺寸"",""vid"":""70"",""value"":""3XL""}]', '[{""kid"":""2"",""key"":""颜色"",""vid"":""4"",""value"":""红色""},{""kid"":""1"",""key"":""尺寸"",""vid"":""77"",""value"":""4XL""}]', '[{""kid"":""2"",""key"":""颜色"",""vid"":""75"",""value"":""军绿色""},{""kid"":""1"",""key"":""尺寸"",""vid"":""17"",""value"":""L""}]', '[{""kid"":""2"",""key"":""颜色"",""vid"":""75"",""value"":""军绿色""},{""kid"":""1"",""key"":""尺寸"",""vid"":""13"",""value"":""XL""}]', '[{""kid"":""2"",""key"":""颜色"",""vid"":""75"",""value"":""军绿色""},{""kid"":""1"",""key"":""尺寸"",""vid"":""69"",""value"":""2XL""}]', '[{""kid"":""2"",""key"":""颜色"",""vid"":""75"",""value"":""军绿色""},{""kid"":""1"",""key"":""尺寸"",""vid"":""70"",""value"":""3XL""}]', '[{""kid"":""2"",""key"":""颜色"",""vid"":""75"",""value"":""军绿色""},{""kid"":""1"",""key"":""尺寸"",""vid"":""77"",""value"":""4XL""}]']"
215,JZ912,"['[{""kid"":""1"",""key"":""尺寸"",""vid"":""17"",""value"":""L""},{""kid"":""2"",""key"":""颜色"",""vid"":""15"",""value"":""白色""}]', '[{""kid"":""1"",""key"":""尺寸"",""vid"":""17"",""value"":""L""},{""kid"":""2"",""key"":""颜色"",""vid"":""4"",""value"":""红色""}]', '[{""kid"":""1"",""key"":""尺寸"",""vid"":""2"",""value"":""M""},{""kid"":""2"",""key"":""颜色"",""vid"":""15"",""value"":""白色""}]', '[{""kid"":""1"",""key"":""尺寸"",""vid"":""2"",""value"":""M""},{""kid"":""2"",""key"":""颜色"",""vid"":""4"",""value"":""红色""}]', '[{""kid"":""1"",""key"":""尺寸"",""vid"":""13"",""value"":""XL""},{""kid"":""2"",""key"":""颜色"",""vid"":""15"",""value"":""白色""}]', '[{""kid"":""1"",""key"":""尺寸"",""vid"":""13"",""value"":""XL""},{""kid"":""2"",""key"":""颜色"",""vid"":""4"",""value"":""红色""}]']"
218,YWY503,"['[{""kid"":""1"",""key"":""尺寸"",""vid"":""1"",""value"":""S""},{""kid"":""2"",""key"":""颜色"",""vid"":""4"",""value"":""红色""}]', '[{""kid"":""1"",""key"":""尺寸"",""vid"":""1"",""value"":""S""},{""kid"":""2"",""key"":""颜色"",""vid"":""84"",""value"":""玫红""}]', '[{""kid"":""1"",""key"":""尺寸"",""vid"":""1"",""value"":""S""},{""kid"":""2"",""key"":""颜色"",""vid"":""85"",""value"":""芥末黄""}]', '[{""kid"":""1"",""key"":""尺寸"",""vid"":""2"",""value"":""M""},{""kid"":""2"",""key"":""颜色"",""vid"":""4"",""value"":""红色""}]', '[{""kid"":""1"",""key"":""尺寸"",""vid"":""2"",""value"":""M""},{""kid"":""2"",""key"":""颜色"",""vid"":""84"",""value"":""玫红""}]', '[{""kid"":""1"",""key"":""尺寸"",""vid"":""2"",""value"":""M""},{""kid"":""2"",""key"":""颜色"",""vid"":""85"",""value"":""芥末黄""}]', '[{""kid"":""1"",""key"":""尺寸"",""vid"":""17"",""value"":""L""},{""kid"":""2"",""key"":""颜色"",""vid"":""4"",""value"":""红色""}]', '[{""kid"":""1"",""key"":""尺寸"",""vid"":""17"",""value"":""L""},{""kid"":""2"",""key"":""颜色"",""vid"":""84"",""value"":""玫红""}]', '[{""kid"":""1"",""key"":""尺寸"",""vid"":""17"",""value"":""L""},{""kid"":""2"",""key"":""颜色"",""vid"":""85"",""value"":""芥末黄""}]', '[{""kid"":""1"",""key"":""尺寸"",""vid"":""13"",""value"":""XL""},{""kid"":""2"",""key"":""颜色"",""vid"":""4"",""value"":""红色""}]', '[{""kid"":""1"",""key"":""尺寸"",""vid"":""13"",""value"":""XL""},{""kid"":""2"",""key"":""颜色"",""vid"":""84"",""value"":""玫红""}]', '[{""kid"":""1"",""key"":""尺寸"",""vid"":""13"",""value"":""XL""},{""kid"":""2"",""key"":""颜色"",""vid"":""85"",""value"":""芥末黄""}]']"
219,MLSF1683,"['[{""kid"":""2"",""key"":""颜色"",""vid"":""82"",""value"":""黄色""},{""kid"":""1"",""key"":""尺寸"",""vid"":""1"",""value"":""S""}]', '[{""kid"":""2"",""key"":""颜色"",""vid"":""82"",""value"":""黄色""},{""kid"":""1"",""key"":""尺寸"",""vid"":""2"",""value"":""M""}]', '[{""kid"":""2"",""key"":""颜色"",""vid"":""82"",""value"":""黄色""},{""kid"":""1"",""key"":""尺寸"",""vid"":""17"",""value"":""L""}]']"
220,MSY187,"['[{""kid"":""2"",""key"":""颜色"",""vid"":""4"",""value"":""红色""},{""kid"":""1"",""key"":""尺寸"",""vid"":""2"",""value"":""M""}]', '[{""kid"":""2"",""key"":""颜色"",""vid"":""4"",""value"":""红色""},{""kid"":""1"",""key"":""尺寸"",""vid"":""17"",""value"":""L""}]', '[{""kid"":""2"",""key"":""颜色"",""vid"":""4"",""value"":""红色""},{""kid"":""1"",""key"":""尺寸"",""vid"":""13"",""value"":""XL""}]', '[{""kid"":""2"",""key"":""颜色"",""vid"":""4"",""value"":""红色""},{""kid"":""1"",""key"":""尺寸"",""vid"":""69"",""value"":""2XL""}]']"
223,AGJ871,"['[{""kid"":""2"",""key"":""颜色"",""vid"":""19"",""value"":""灰色""},{""kid"":""1"",""key"":""尺寸"",""vid"":""21"",""value"":""默认""}]', '[{""kid"":""2"",""key"":""颜色"",""vid"":""16"",""value"":""黑色""},{""kid"":""1"",""key"":""尺寸"",""vid"":""21"",""value"":""默认""}]']"
224,MSY989,"['[{""kid"":""2"",""key"":""颜色"",""vid"":""94"",""value"":""米白色""},{""kid"":""1"",""key"":""尺寸"",""vid"":""1"",""value"":""S""}]', '[{""kid"":""2"",""key"":""颜色"",""vid"":""94"",""value"":""米白色""},{""kid"":""1"",""key"":""尺寸"",""vid"":""2"",""value"":""M""}]', '[{""kid"":""2"",""key"":""颜色"",""vid"":""94"",""value"":""米白色""},{""kid"":""1"",""key"":""尺寸"",""vid"":""17"",""value"":""L""}]', '[{""kid"":""2"",""key"":""颜色"",""vid"":""94"",""value"":""米白色""},{""kid"":""1"",""key"":""尺寸"",""vid"":""13"",""value"":""XL""}]', '[{""kid"":""2"",""key"":""颜色"",""vid"":""16"",""value"":""黑色""},{""kid"":""1"",""key"":""尺寸"",""vid"":""1"",""value"":""S""}]', '[{""kid"":""2"",""key"":""颜色"",""vid"":""16"",""value"":""黑色""},{""kid"":""1"",""key"":""尺寸"",""vid"":""2"",""value"":""M""}]', '[{""kid"":""2"",""key"":""颜色"",""vid"":""16"",""value"":""黑色""},{""kid"":""1"",""key"":""尺寸"",""vid"":""17"",""value"":""L""}]', '[{""kid"":""2"",""key"":""颜色"",""vid"":""16"",""value"":""黑色""},{""kid"":""1"",""key"":""尺寸"",""vid"":""13"",""value"":""XL""}]', '[{""kid"":""2"",""key"":""颜色"",""vid"":""95"",""value"":""粉色""},{""kid"":""1"",""key"":""尺寸"",""vid"":""1"",""value"":""S""}]', '[{""kid"":""2"",""key"":""颜色"",""vid"":""95"",""value"":""粉色""},{""kid"":""1"",""key"":""尺寸"",""vid"":""2"",""value"":""M""}]', '[{""kid"":""2"",""key"":""颜色"",""vid"":""95"",""value"":""粉色""},{""kid"":""1"",""key"":""尺寸"",""vid"":""17"",""value"":""L""}]', '[{""kid"":""2"",""key"":""颜色"",""vid"":""95"",""value"":""粉色""},{""kid"":""1"",""key"":""尺寸"",""vid"":""13"",""value"":""XL""}]', '[{""kid"":""2"",""key"":""颜色"",""vid"":""97"",""value"":""黑色（不带字母）""},{""kid"":""1"",""key"":""尺寸"",""vid"":""1"",""value"":""S""}]', '[{""kid"":""2"",""key"":""颜色"",""vid"":""97"",""value"":""黑色（不带字母）""},{""kid"":""1"",""key"":""尺寸"",""vid"":""2"",""value"":""M""}]', '[{""kid"":""2"",""key"":""颜色"",""vid"":""97"",""value"":""黑色（不带字母）""},{""kid"":""1"",""key"":""尺寸"",""vid"":""17"",""value"":""L""}]', '[{""kid"":""2"",""key"":""颜色"",""vid"":""97"",""value"":""黑色（不带字母）""},{""kid"":""1"",""key"":""尺寸"",""vid"":""13"",""value"":""XL""}]', '[{""kid"":""2"",""key"":""颜色"",""vid"":""98"",""value"":""米白色（不带字母）""},{""kid"":""1"",""key"":""尺寸"",""vid"":""1"",""value"":""S""}]', '[{""kid"":""2"",""key"":""颜色"",""vid"":""98"",""value"":""米白色（不带字母）""},{""kid"":""1"",""key"":""尺寸"",""vid"":""2"",""value"":""M""}]', '[{""kid"":""2"",""key"":""颜色"",""vid"":""98"",""value"":""米白色（不带字母）""},{""kid"":""1"",""key"":""尺寸"",""vid"":""17"",""value"":""L""}]', '[{""kid"":""2"",""key"":""颜色"",""vid"":""98"",""value"":""米白色（不带字母）""},{""kid"":""1"",""key"":""尺寸"",""vid"":""13"",""value"":""XL""}]', '[{""kid"":""2"",""key"":""颜色"",""vid"":""99"",""value"":""粉色（不带字母）""},{""kid"":""1"",""key"":""尺寸"",""vid"":""1"",""value"":""S""}]', '[{""kid"":""2"",""key"":""颜色"",""vid"":""99"",""value"":""粉色（不带字母）""},{""kid"":""1"",""key"":""尺寸"",""vid"":""2"",""value"":""M""}]', '[{""kid"":""2"",""key"":""颜色"",""vid"":""99"",""value"":""粉色（不带字母）""},{""kid"":""1"",""key"":""尺寸"",""vid"":""17"",""value"":""L""}]', '[{""kid"":""2"",""key"":""颜色"",""vid"":""99"",""value"":""粉色（不带字母）""},{""kid"":""1"",""key"":""尺寸"",""vid"":""13"",""value"":""XL""}]']"
227,MSY932-1,"['[{""kid"":""2"",""key"":""颜色"",""vid"":""19"",""value"":""灰色""},{""kid"":""1"",""key"":""尺寸"",""vid"":""1"",""value"":""S""}]', '[{""kid"":""2"",""key"":""颜色"",""vid"":""19"",""value"":""灰色""},{""kid"":""1"",""key"":""尺寸"",""vid"":""2"",""value"":""M""}]', '[{""kid"":""2"",""key"":""颜色"",""vid"":""19"",""value"":""灰色""},{""kid"":""1"",""key"":""尺寸"",""vid"":""17"",""value"":""L""}]', '[{""kid"":""2"",""key"":""颜色"",""vid"":""19"",""value"":""灰色""},{""kid"":""1"",""key"":""尺寸"",""vid"":""13"",""value"":""XL""}]']"
